                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     180                                      820                  1.5000000000000000E+000                  2.0000000000000000E-002                  2.8182884896429848E+007                  2.8705156476235162E+006                  7.0708762489490673E+003                  4.8707871897669675E+000                  1.4706396317748873E+000                 -2.1808636568373134E+000                  6.9654206174822630E-001                  1.0405703766827905E-005                  2.8288128251035388E-001                  2.3738452304083729E-005                  5.0339305971536423E-003                  9.3463347350645348E-003                  2.0850244238750362E-003                  1.5000000000000000E+000                  0.0000000000000000E+000                  1.0492077418866654E+000                  9.4839272809776347E-005                  4.2052466859177040E-001                  4.1313842924502256E-003                  2.7304574504891481E-003                  1.4067539126118552E-002                  3.1275366358125556E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4573733547662041E+004                  7.3970406563028237E+006                  3.0795843496331530E+009                  4.8408760350228643E+000                  4.8408760350228652E+000                  3.2446457461165554E-041                  1.5655570939409955E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.8938420840757462E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-25.3.1"                                 "CRMATH"                               "20250429"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.5000000000000000E+000                  1.6750626544996142E-001                  3.8502938196620815E+000                 -7.4982942508147712E+000                  4.1580003498854383E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  4.6567474425245200E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999984999E+000                  1.6750323375425535E-001                  3.8521709273876077E+000                 -7.4858377212451339E+000                  4.1724017636740296E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  4.7922709876263638E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999966251E+000                  1.6749955119991913E-001                  3.8543511413046736E+000                 -7.4726418665898189E+000                  4.1878629569752981E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  4.9401432011315878E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999947500E+000                  1.6749597876610614E-001                  3.8577709071644044E+000                 -7.4540010446554987E+000                  4.2100699665171941E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  5.1568404073021724E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999909999E+000                  1.6748913383642300E-001                  3.8628065484695990E+000                 -7.4313367166622690E+000                  4.2380179872400241E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  5.4331558938949578E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999999872500E+000                  1.6748263665975513E-001                  3.8684087699180458E+000                 -7.4110019874818676E+000                  4.2642772298638070E+000                  6.9999999940171509E-001                  2.8000000059828500E-001                  1.9999999999999907E-002                  5.6936492410614485E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999999834999E+000                  1.6747643641272320E-001                  3.8735356785648380E+000                 -7.3962452778247929E+000                  4.2845034413833556E+000                  6.9999999940171509E-001                  2.8000000059828500E-001                  1.9999999999999907E-002                  5.8904739866549090E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999999811560E+000                  1.6747269058999900E-001                  3.8778050620596565E+000                 -7.3858939040405698E+000                  4.2994458190444051E+000                  6.9999999940171509E-001                  2.8000000059828500E-001                  1.9999999999999907E-002                  6.0325874439262243E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999999788125E+000                  1.6746903289952259E-001                  3.8824678736110894E+000                 -7.3765042018671130E+000                  4.3138916207778193E+000                  6.9999999940171509E-001                  2.8000000059828500E-001                  1.9999999999999907E-002                  6.1644618855034443E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.4999999999764684E+000                  1.6746545335222701E-001                  3.8875974089812675E+000                 -7.3681408016877068E+000                  4.3278727981595448E+000                  6.9999999940171509E-001                  2.8000000059828500E-001                  1.9999999999999907E-002                  6.2843480649870514E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.4999999999741249E+000                  1.6746194199235839E-001                  3.8961363193304130E+000                 -7.3574726101924108E+000                  4.3480358689916772E+000                  6.9999999940171509E-001                  2.8000000059828500E-001                  1.9999999999999907E-002                  6.4406627917800272E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
